Obs,Time,Date,configName,configAuthor,remark,Observation,,,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,leaf_width,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,TRANS,rh_s,rh_r,Tref,Tmeas,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,type,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,aw,Bla,Blb,Blc,Bld,Ble,chamber,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt,MEASUREMENT_HEADER_END
123,11:42:35,2025-08-28,Manual gsw+F,LI-COR Default,,123,,,0.007965,2.923654,0.007944,0.244608,0.715215,0.709712,3.138848,2.423632,8.801434,8.869678,38.926132,0.441786,7.5,PSF-00232_20250828114235_ede,0,0,0,96.768021,371.363892,0.739425,0.5,0.8,33.261555,1,20.48,20.33,26.58,24.78,24.78,80.64,156.9,152.5,2.8,112,3.894,11:41:54,2025-08-28,0.26,1,-0.001,-0.002,0.003,0.032,0.305,2.808,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,369.077698,25,-1.628748,370.099792,369.030029,1.069763,2.437495,2.445627,1.645369,0.919151,0.256114,-0.021044,0.459405,0.200823,96.768021,0.000642,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828114235_ede,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
124,11:42:59,2025-08-28,Manual gsw+F,LI-COR Default,,124,,,0.009344,2.922817,0.009314,0.290851,0.691407,0.684857,3.149484,2.458077,8.492766,8.57399,39.056103,0.441786,7.5,PSF-00232_20250828114259_8f0,0,0,0,184.114334,359.799988,0.488287,0.5,0.8,28.13763,1,19.84,19.65,26.55,24.84,24.84,80.64,156.8,117.5,25.1,144,3.894,11:41:54,2025-08-28,0.26,1,0,0.002,-0.002,-0.75,7.819,24.1,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,351.337189,25,-8.314232,343.588837,347.886444,-4.297607,2.436374,2.444549,1.644486,0.835885,0.256412,-0.020044,0.459825,0.227172,184.114334,0.000633,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828114259_8f0,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
125,11:43:22,2025-08-28,Manual gsw+F,LI-COR Default,,125,,,0.020899,2.922095,0.02075,0.666596,0.701856,0.686839,3.229106,2.52725,8.517875,8.704113,40.045963,0.441786,7.5,PSF-00232_20250828114322_5ab,0,0,0,246.697784,372.796234,0.33825,0.5,0.8,106.070938,1,20.16,19.73,26.53,25.26,25.26,80.64,156.8,7.8,95,784,3.893,11:41:54,2025-08-28,0.26,1,-0.002,-0.001,0.009,-2.719,-5.58,11.621,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,359.794006,25,-10.186023,354.02298,358.200592,-4.177612,2.436516,2.445099,1.643726,0.615502,0.256646,-0.014928,0.460344,0.760642,246.697784,0.000619,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828114322_5ab,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
126,11:43:51,2025-08-28,Manual gsw+F,LI-COR Default,,126,,,0.014372,2.923464,0.014302,0.526429,0.706006,0.694157,3.595505,2.8895,8.606896,8.753807,44.580898,0.441786,7.5,PSF-00232_20250828114351_e39,0,0,0,99.224922,115.96685,0.144368,0.5,0.8,66.4207,1,20.32,19.98,26.49,27.08,27.08,80.65,156.9,120.1,23.4,1150,3.869,11:41:54,2025-08-28,0.26,1,0.002,0,-0.001,-0.188,-0.393,-0.27,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,114.672661,25,-0.844301,115.257385,114.757042,0.500343,2.43693,2.445364,1.645169,0.842003,0.256965,0.006754,0.460935,1.065955,99.872231,0.000626,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828114351_e39,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
127,11:44:09,2025-08-28,Manual gsw+F,LI-COR Default,,127,,,0.020074,2.922776,0.019937,0.721865,0.695522,0.679264,3.539086,2.843563,8.422051,8.623639,43.880394,0.441786,7.5,PSF-00232_20250828114409_b21,0,0,0,177.78862,211.428879,0.159109,0.5,0.8,33.7584,1,20.04,19.57,26.48,26.81,26.81,80.65,156.8,145.7,7.1,530,3.892,11:41:54,2025-08-28,0.26,1,0,0,0.005,-3.747,-5.189,-7.991,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,204.774139,25,-5.114777,202.126266,204.099869,-1.973602,2.436248,2.444891,1.644443,0.902528,0.257118,0.003749,0.461297,0.549273,177.78862,0.000619,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828114409_b21,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
128,11:44:46,2025-08-28,Manual gsw+F,LI-COR Default,,128,,,0.029895,2.924031,0.029592,1.197466,0.704558,0.677619,3.875219,3.170661,8.402498,8.736531,48.052814,0.441786,7.5,PSF-00232_20250828114446_afe,0,0,0,56.66399,67.514679,0.160716,0.5,0.8,113.755051,1,20.28,19.51,26.49,28.36,28.36,80.64,157,6.1,96.1,1770,3.891,11:41:54,2025-08-28,0.26,1,0.005,0.005,0.011,-0.652,-1.467,-3.929,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,63.873768,25,-2.50887,63.363075,63.919697,-0.556622,2.436147,2.445303,1.645766,0.612441,0.257008,0.022112,0.462546,1.582254,56.66399,0.000624,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828114446_afe,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
129,11:45:47,2025-08-28,Manual gsw+F,LI-COR Default,,129,,,0.024709,2.923278,0.024502,0.798522,0.700558,0.682584,3.264037,2.563479,8.464666,8.687557,40.477028,0.441786,7.5,PSF-00232_20250828114547_7b2,0,0,0,116.22226,384.38446,0.697641,0.5,0.8,37.397118,1,20.12,19.6,26.53,25.44,25.44,80.64,156.9,79.8,49.1,134,3.89,11:41:54,2025-08-28,0.26,1,0.001,0.003,0,0.997,0.965,1.925,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,379.641998,25,-3.221221,378.670349,379.768738,-1.098389,2.4363,2.445024,1.644972,0.753925,0.256585,-0.012898,0.463985,0.218794,116.22226,0.000644,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828114547_7b2,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
130,11:46:24,2025-08-28,Manual gsw+F,LI-COR Default,,130,,,0.025242,2.923526,0.025026,0.943006,0.739937,0.718725,3.695009,2.955073,8.912704,9.175744,45.820766,0.441786,7.5,PSF-00232_20250828114624_097,0,0,0,101.173279,170.905426,0.408016,0.5,0.8,94.196259,1,21.23,20.62,26.55,27.54,27.54,80.64,156.9,153.7,2.1,577,3.888,11:41:54,2025-08-28,0.26,1,0.003,0,0.008,2.077,2.119,10.106,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,166.860229,25,-2.780479,166.094177,166.921249,-0.827072,2.437979,2.446862,1.645233,0.92205,0.256387,0.011614,0.465027,0.588232,101.173279,0.00063,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828114624_097,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
131,11:46:44,2025-08-28,Manual gsw+F,LI-COR Default,,131,,,0.010827,2.922043,0.010787,0.414523,0.755842,0.746509,3.767828,3.011986,9.257479,9.373218,46.724926,0.441786,7.5,PSF-00232_20250828114644_0b9,0,0,0,97.34845,107.510086,0.094518,0.5,0.8,63.414265,1,21.66,21.39,26.57,27.88,27.88,80.64,156.7,153.9,1.8,1677,3.889,11:41:54,2025-08-28,0.26,1,0,0.001,0.003,-2.005,-4.885,-20.686,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,107.510086,25,-0.245763,105.902191,107.157928,-1.255737,2.439241,2.447567,1.643672,0.922627,0.256167,0.015344,0.465718,1.505392,97.34845,0.000633,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828114644_0b9,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
132,11:47:16,2025-08-28,Manual gsw+F,LI-COR Default,,132,,,0.010539,2.923018,0.010501,0.38264,0.771781,0.763174,3.630149,2.858368,9.46361,9.570343,45.015057,0.441786,7.5,PSF-00232_20250828114716_63e,0,0,0,109.781387,159.564957,0.311996,0.5,0.8,97.692932,1,22.06,21.81,26.61,27.24,27.24,80.64,156.9,139.3,11.2,783,3.888,11:41:54,2025-08-28,0.26,1,0.001,0.001,0.004,-0.959,-2.2,-3.304,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,152.639511,25,-5.208185,150.081757,152.102097,-2.02034,2.439935,2.44823,1.644698,0.886992,0.255769,0.007299,0.466938,0.759674,109.781387,0.00063,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828114716_63e,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
133,11:48:02,2025-08-28,Manual gsw+F,LI-COR Default,,133,,,0.007299,2.923778,0.007281,0.262188,0.831155,0.825265,3.654379,2.823223,10.233407,10.306443,45.314808,0.441786,7.5,PSF-00232_20250828114802_f0c,0,0,0,138.616913,207.990433,0.333542,0.5,0.8,102.502548,1,23.63,23.46,26.71,27.35,27.35,80.64,157,153.9,1.9,768,3.885,11:41:54,2025-08-28,0.26,1,0.003,0.007,0.006,-0.919,-2.487,-5.921,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,204.098938,25,-2.75146,203.620789,204.047836,-0.427048,2.44259,2.450775,1.645499,0.922667,0.254818,0.007531,0.469012,0.74757,138.616913,0.000638,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828114802_f0c,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
134,11:48:35,2025-08-28,Manual gsw+F,LI-COR Default,,134,,,-0.007803,2.921754,-0.007824,-0.289762,0.776512,0.783035,3.68016,2.903648,9.71143,9.630527,45.642422,0.441786,7.5,PSF-00232_20250828114835_c0d,0,0,0,69.345833,139.525925,0.50299,0.5,0.8,320.224762,1,21.97,22.15,26.79,27.47,27.47,80.63,156.7,-1.4,100.9,1592,3.885,11:41:54,2025-08-28,0.26,1,-0.012,-0.011,0.002,-0.607,-1.332,-2.384,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,132.124191,25,-5.083942,131.826645,132.241104,-0.414459,2.44046,2.448053,1.643367,0.599309,0.253982,0.007974,0.470467,1.433946,69.345833,0.000631,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828114835_c0d,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
135,11:49:28,2025-08-28,Manual gsw+F,LI-COR Default,,135,,,0.063953,2.921731,0.062583,2.046695,0.663039,0.616903,3.235845,2.572806,7.651981,8.224244,40.136993,0.441786,7.5,PSF-00232_20250828114928_ad9,0,0,0,92.355255,285.621735,0.676652,0.5,0.8,244.60051,1,18.65,17.35,26.89,25.29,25.29,80.62,156.7,139.6,10.9,904,3.885,11:41:54,2025-08-28,0.26,1,0.002,0.005,0.002,0.313,1.08,2.393,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,268.360382,25,-12.161197,264.914276,268.195862,-3.281586,2.432472,2.442509,1.643343,0.887658,0.252985,-0.018798,0.472068,0.860472,92.355255,0.000622,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828114928_ad9,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
136,11:50:10,2025-08-28,Manual gsw+F,LI-COR Default,,136,,,0.009245,2.921827,0.009216,0.350699,0.653579,0.645674,3.639927,2.986348,8.008778,8.106839,45.148769,0.441786,7.5,PSF-00232_20250828115010_f06,0,0,0,70.00029,134.739334,0.480476,0.5,0.8,173.091965,1,18.32,18.1,26.94,27.29,27.29,80.62,156.7,144.9,7.5,901,3.884,11:41:54,2025-08-28,0.26,1,0.002,0.001,0.004,0.384,0.918,1.604,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,130.511642,25,-2.918324,129.682663,130.557648,-0.874985,2.433736,2.44195,1.643445,0.900482,0.252427,0.003906,0.473339,0.857897,69.528938,0.000633,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828115010_f06,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
137,11:50:45,2025-08-28,Manual gsw+F,LI-COR Default,,137,,,0.035035,2.923387,0.03462,1.170932,0.68827,0.661921,3.34651,2.65824,8.211172,8.538035,41.513668,0.441786,7.5,PSF-00232_20250828115045_595,0,0,0,111.245872,430.02536,0.741304,0.5,0.8,185.125305,1,19.24,18.5,26.99,25.86,25.86,80.61,156.9,154,1.8,624,3.883,11:41:54,2025-08-28,0.26,1,0,0.001,0.007,0.068,-0.178,0.333,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,421.66687,25,-5.724196,420.326843,421.82312,-1.496277,2.434404,2.443492,1.645087,0.922964,0.251925,-0.013465,0.474501,0.627551,111.245872,0.000641,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828115045_595,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
138,11:51:24,2025-08-28,Manual gsw+F,LI-COR Default,,138,,,0.003905,2.922135,0.003899,0.167954,0.696963,0.693179,4.067499,3.370535,8.596561,8.643488,50.443653,0.441786,7.5,PSF-00232_20250828115124_6eb,0,0,0,83.610176,95.982498,0.128902,0.5,0.8,83.100983,1,19.39,19.28,27.07,29.2,29.2,80.63,156.8,153.1,2.4,1612,3.881,11:41:54,2025-08-28,0.26,1,-0.001,-0.002,-0.002,-0.411,-0.331,4.248,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,92.91172,25,-2.127529,92.241882,92.933945,-0.692062,2.435701,2.443734,1.643768,0.920565,0.251109,0.025222,0.475622,1.450706,83.610176,0.000628,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828115124_6eb,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
139,11:51:47,2025-08-28,Manual gsw+F,LI-COR Default,,139,,,0.007071,2.924003,0.007054,0.303049,0.745238,0.738424,4.105512,3.360275,9.157216,9.241711,50.91256,0.441786,7.5,PSF-00232_20250828115147_c7d,0,0,0,75.961594,126.46817,0.399362,0.5,0.8,125.064049,1,20.61,20.42,27.17,29.36,29.36,80.64,157,109.1,30.5,783,3.881,11:41:54,2025-08-28,0.26,1,0,0.001,-0.003,0.364,1.018,2.615,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,119.875076,25,-4.569745,119.57753,119.920143,-0.342613,2.437584,2.44577,1.645737,0.816946,0.250149,0.026021,0.476452,0.759751,75.961594,0.000635,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828115147_c7d,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
140,11:52:16,2025-08-28,Manual gsw+F,LI-COR Default,,140,,,0.01324,2.922887,0.01318,0.595284,0.748554,0.735159,4.277054,3.5285,9.11675,9.282864,53.040016,0.441786,7.5,PSF-00232_20250828115216_b36,0,0,0,64.17382,72.202309,0.111194,0.5,0.8,78.037872,1,20.54,20.18,27.31,30.07,30.07,80.64,156.8,151.8,3.2,1755,3.881,11:52:06,2025-08-28,0.23,1,-0.001,0.002,0.005,0.06,0.047,0.67,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,71.672913,25,-0.346426,71.935059,71.70591,0.229149,2.437156,2.44569,1.64456,0.917399,0.248822,0.033089,0.47739,1.569777,64.17382,0.000621,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828115216_b36,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
141,11:53:00,2025-08-28,Manual gsw+F,LI-COR Default,,141,,,0.026329,2.924015,0.026094,0.971321,0.784402,0.762572,3.70278,2.918379,9.455857,9.72654,45.91428,0.441786,7.5,PSF-00232_20250828115300_d63,0,0,0,40.194153,66.859032,0.398822,0.5,0.8,49.117924,1,21.32,20.72,27.47,27.58,27.58,80.65,157,0.3,99.8,308,3.874,11:52:06,2025-08-28,0.23,1,-0.007,-0.01,-0.004,0.24,-0.626,-0.322,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,62.917473,25,-2.553307,63.302277,63.200375,0.101902,2.438041,2.446952,1.645751,0.602299,0.247184,0.001071,0.478894,0.363753,40.194153,0.000642,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828115300_d63,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
142,11:53:24,2025-08-28,Manual gsw+F,LI-COR Default,,142,,,0.014688,2.92288,0.014614,0.534782,0.780404,0.768374,3.650363,2.869959,9.527921,9.677093,45.264877,0.441786,7.5,PSF-00232_20250828115324_6db,0,0,0,137.133484,365.829498,0.625144,0.5,0.8,133.489243,1,21.11,20.78,27.55,27.34,27.34,80.64,156.8,153.3,2.3,534,3.877,11:52:06,2025-08-28,0.23,1,0.004,0.006,0.008,7.758,8.361,13.652,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,350.976715,25,-10.933288,347.195496,350.163086,-2.96759,2.438129,2.446599,1.644552,0.921177,0.246397,-0.00278,0.479602,0.552113,137.133484,0.000643,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828115324_6db,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
143,11:53:52,2025-08-28,Manual gsw+F,LI-COR Default,,143,,,0.00858,2.92246,0.008554,0.318325,0.716851,0.709682,3.636928,2.920077,8.799607,8.888501,45.095623,0.441786,7.5,PSF-00232_20250828115352_da3,0,0,0,63.485027,651.422302,0.902544,0.5,0.8,132.950027,1,19.29,19.09,27.65,27.27,27.27,80.65,156.8,154.2,1.6,368,3.877,11:52:06,2025-08-28,0.23,1,0.002,0.001,0.007,1.108,1.244,1.134,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,128.050812,25,-341.340576,0.83077,162.312347,-161.481583,2.435319,2.443552,1.64411,0.923433,0.245489,-0.004637,0.480432,0.414082,63.485027,0.000638,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828115352_da3,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
144,11:54:18,2025-08-28,Manual gsw+F,LI-COR Default,,144,,,0.022257,2.922323,0.022089,0.84077,0.750559,0.731629,3.735035,2.984476,9.071601,9.306316,46.311371,0.441786,7.5,PSF-00232_20250828115418_0fd,0,0,0,93.923805,201.066513,0.532872,0.5,0.8,368.303894,1,20.1,19.59,27.72,27.73,27.73,80.65,156.8,51.3,67.3,1728,3.878,11:52:06,2025-08-28,0.23,1,0.006,0.008,0.004,1.628,4.398,24.761,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,190.426819,25,-7.146177,192.56366,190.826691,1.736969,2.436142,2.444904,1.643965,0.696304,0.244725,-0.000178,0.48113,1.547586,93.923805,0.000633,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828115418_0fd,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
145,11:54:39,2025-08-28,Manual gsw+F,LI-COR Default,,145,,,0.014517,2.922291,0.014445,0.570166,0.726545,0.713704,3.82009,3.093544,8.849534,9.008758,47.367004,0.441786,7.5,PSF-00232_20250828115439_991,0,0,0,65.80603,164.135345,0.599075,0.5,0.8,159.258972,1,19.38,19.03,27.79,28.11,28.11,80.65,156.8,153.4,2.2,665,3.877,11:52:06,2025-08-28,0.23,1,0.001,0.003,0.007,-2.973,-3.576,-3.413,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,137.348419,25,-20.253244,135.71405,135.114288,0.599762,2.435205,2.443688,1.643933,0.921357,0.24404,0.003576,0.481818,0.661132,65.80603,0.000637,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828115439_991,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
146,11:55:01,2025-08-28,Manual gsw+F,LI-COR Default,,146,,,0.008105,2.922957,0.008083,0.300535,0.736534,0.72977,3.653695,2.917161,9.048601,9.132473,45.303104,0.441786,7.5,PSF-00232_20250828115501_a7d,0,0,0,135.294922,233.288712,0.420054,0.5,0.8,113.628067,1,19.57,19.39,27.86,27.35,27.35,80.65,156.9,149.8,4.5,676,3.877,11:52:06,2025-08-28,0.23,1,0,-0.001,0.005,-5.937,-20.971,-24.123,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,226.592667,25,-5.352378,223.004944,225.619247,-2.614304,2.435784,2.443998,1.644633,0.912503,0.243394,-0.006292,0.482444,0.670858,135.294922,0.000641,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828115501_a7d,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
147,11:55:32,2025-08-28,Manual gsw+F,LI-COR Default,,147,,,-0.00437,2.922738,-0.004377,-0.165256,0.785673,0.789391,3.745292,2.959619,9.787956,9.741858,46.43927,0.441786,7.5,PSF-00232_20250828115532_d62,0,0,0,89.800713,181.813202,0.506083,0.5,0.8,115.373489,1,20.76,20.86,27.95,27.77,27.77,80.65,156.8,152.1,3,570,3.874,11:52:06,2025-08-28,0.23,1,0,0,-0.001,0.502,0.944,1.329,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,179.367188,25,-1.621493,179.088943,179.489746,-0.400803,2.438197,2.445969,1.644403,0.918186,0.242493,-0.002389,0.483434,0.582208,89.800713,0.000638,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828115532_d62,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
148,11:56:04,2025-08-28,Manual gsw+F,LI-COR Default,,148,,,0.009886,2.923694,0.009853,0.38595,0.780273,0.771597,3.848563,3.068289,9.567792,9.675379,47.722126,0.441786,7.5,PSF-00232_20250828115604_812,0,0,0,53.804398,132.647415,0.59438,0.5,0.8,238.945923,1,20.48,20.25,28.07,28.24,28.24,80.65,156.9,153.4,2.2,1005,3.875,11:52:06,2025-08-28,0.23,1,-0.001,0,0.01,-0.53,0.236,1.428,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,118.846535,25,-9.486822,119.08078,119.053665,0.027115,2.437186,2.445489,1.645411,0.921476,0.241386,0.001789,0.484547,0.944927,53.804398,0.000637,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828115604_812,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
