sr,bed,row,col,unique_id,svc,li600,time,date,config_name,config_author,remark,observation,x8,x9,gsw,gbw,gtw,e_apparent,v_pcham,v_pref,v_pleaf,vp_dleaf,h2o_r,h2o_s,h2o_leaf,leaf_area,leaf_width,flash_id,fo,fm,fv_fm,fs,fm_2,phi_ps2,ps2_1,abs,etr,trans,rh_s,rh_r,tref,tmeas,tleaf,p_atm,flow,flow_s,leak_pct,qamb,batt,match_time,match_date,rh_adj,type,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,aw,bla,blb,blc,bld,ble,chamber,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,p1_dur,p2_dur,p3_dur,p1_fmax,p2_ramp,p2_slp,p3_fmax,p3_pred,p3_delta_f,v_hum_a,v_hum_b,v_flow_in,v_flow_out,v_temp,v_irt,v_pres,v_par,v_f,i_led,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flow_in,z_flow_out,z_quantum,z_flr,flash_id_2,lci_ser_num,lcp_ser_num,lcf_ser_num,lcrh_ser_num,version,config_updated_at,x7,x8.x,x9.x,survey_notes,x8.y,x9.y,genotype,type.x,type.y,measurement_header_end
NA,D,9,B,2320,NA,349,13:12:44,2025-08-07,Manual gsw+F,LI-COR Default,NA,349,NA,NA,0.027562,2.882349,0.027301,1.553498,0.912226,0.876284,5.316527,4.404302,10.883489,11.329884,66.031517,0.441786,7.5,PSF-00232_20250807131244_119,0,0,0,234.096405,265.590912,0.118583,0.5,0.8,86.216949,1,16.8,16.13,34.29,33.91,33.91,80.51,152,151.6,0.3,1818,3.82,13:04:04,2025-08-07,0.4,1,0.001,0,0.021,3.897,-12.161,78.563,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,265.590912,25,8.452077,266.409515,277.701965,-11.29245,2.429661,2.438373,1.603775,0.91695,0.189013,-0.005354,0.536844,1.622395,234.096405,6.19e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250807131244_119,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,D,11,B,1822,161,350,13:13:13,2025-08-07,Manual gsw+F,LI-COR Default,NA,350,NA,NA,0.011821,2.896552,0.011773,0.779163,0.831677,0.813827,5.936299,5.104623,10.108111,10.329816,73.731621,0.441786,7.5,PSF-00232_20250807131313_20c,0,0,0,87.866302,97.450768,0.098352,0.5,0.8,80.234116,1,15.33,15.01,34.27,35.9,35.9,80.51,153.7,143.4,6.7,2039,3.819,13:04:04,2025-08-07,0.4,1,0,0.001,0.002,-1.585,-3.747,-14.136,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,95.820663,25,-1.156266,95.559952,95.793945,-0.233994,2.427752,2.435886,1.617647,0.896817,0.189196,0.020318,0.537796,1.807313,87.866302,6.03e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250807131313_20c,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,D,13,B,2209,164,351,13:13:41,2025-08-07,Manual gsw+F,LI-COR Default,NA,351,NA,NA,0.023074,2.9226,0.022893,1.349113,0.757227,0.726923,5.321315,4.564088,9.031562,9.408069,66.113968,0.441786,7.5,PSF-00232_20250807131341_506,0,0,0,163.053635,198.688416,0.17935,0.5,0.8,98.660416,1,13.97,13.41,34.26,33.93,33.93,80.49,156.8,85.2,45.6,1375,3.818,13:04:04,2025-08-07,0.4,1,0.001,0.001,0.005,-4.592,-11.668,-40.004,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,192.547913,25,-4.325795,191.250443,192.489944,-1.239502,2.425004,2.433521,1.644257,0.765227,0.189244,-0.004754,0.538573,1.253575,163.053635,6.09e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250807131341_506,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,D,14,A,2417,165,352,13:13:55,2025-08-07,Manual gsw+F,LI-COR Default,NA,352,NA,NA,0.002124,2.884747,0.002122,0.157849,0.809043,0.805392,6.524833,5.71579,10.002419,10.047753,81.033936,0.441786,7.5,PSF-00232_20250807131355_2c0,0,0,0,58.29084,63.144043,0.076859,0.5,0.8,62.885845,1,14.93,14.86,34.26,37.63,37.63,80.52,152.3,151.7,0.4,2045,3.815,13:04:04,2025-08-07,0.4,1,0,0,0.001,-0.064,0.094,5.728,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,62.634232,25,-0.345519,62.741875,62.648945,0.09293,2.427504,2.435186,1.606088,0.917214,0.189282,0.042971,0.539007,1.812333,58.29084,5.9e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250807131355_2c0,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,D,14,B,2205,166,353,13:14:17,2025-08-07,Manual gsw+F,LI-COR Default,NA,353,NA,NA,0.062484,2.923105,0.061176,4.052201,0.852902,0.761989,5.960748,5.107846,9.463351,10.592424,74.028175,0.441786,7.5,PSF-00232_20250807131417_ef0,0,0,0,63.079117,104.196381,0.394613,0.5,0.8,301.497833,1,15.73,14.06,34.26,35.98,35.98,80.52,156.9,63,59.8,1910,3.817,13:04:04,2025-08-07,0.4,1,-0.001,-0,0.009,-1.27,-2.964,-2.592,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,92.718956,25,-8.403106,89.871887,92.155495,-2.283607,2.426126,2.43657,1.644789,0.719534,0.189256,0.021385,0.539853,1.699452,63.079117,6.1e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250807131417_ef0,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,D,16,A,1995,168,354,13:14:57,2025-08-07,Manual gsw+F,LI-COR Default,NA,354,NA,NA,-0.001224,2.911007,-0.001225,-0.089685,0.78741,0.789444,6.420467,5.633057,9.804104,9.778854,79.735817,0.441786,7.5,PSF-00232_20250807131457_f20,0,0,0,85.346817,92.785477,0.080171,0.5,0.8,65.472328,1,14.47,14.51,34.33,37.33,37.33,80.52,155.4,154.9,0.3,2042,3.813,13:14:42,2025-08-07,0.33,1,-0.001,-0.002,0.002,0.091,-0.034,-0.149,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,92.785477,25,0.122428,93.379501,92.960907,0.418594,2.426895,2.434513,1.632217,0.925033,0.188755,0.038167,0.541359,1.809141,85.346817,6.14e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250807131457_f20,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,D,16,B,1961,169,355,13:15:32,2025-08-07,Manual gsw+F,LI-COR Default,NA,355,NA,NA,0.021401,2.924279,0.021245,1.275512,0.824049,0.795453,5.468587,4.644538,9.880606,10.235802,67.927269,0.441786,7.5,PSF-00232_20250807131532_190,0,0,0,110.208748,264.394073,0.583165,0.5,0.8,130.365433,1,15.09,14.56,34.39,34.42,34.42,80.51,157,135.4,13.7,559,3.815,13:14:42,2025-08-07,0.33,1,0,-0.001,0.01,-2.582,-6.003,8.811,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,242.448456,25,-17.14357,236.022949,239.828903,-3.805954,2.426988,2.435575,1.646029,0.877737,0.188279,-2.23e-4,0.542694,0.572985,109.90155,6.22e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250807131532_190,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,D,17,A,2240,170,356,13:15:56,2025-08-07,Manual gsw+F,LI-COR Default,NA,356,NA,NA,0.005201,2.879827,0.005191,0.350387,0.726884,0.718743,5.936704,5.20982,8.926457,9.027568,73.731163,0.441786,7.5,PSF-00232_20250807131556_f6a,0,0,0,94.426636,103.118507,0.08429,0.5,0.8,66.63707,1,13.3,13.15,34.41,35.9,35.9,80.52,151.7,151.7,0,1976,3.812,13:14:42,2025-08-07,0.33,1,-0,-0,-0.001,-0.449,-0.509,-1.598,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,102.637054,25,-0.292921,103.093742,102.698776,0.394966,2.424543,2.432464,1.601355,0.917061,0.188171,0.018564,0.543288,1.754753,94.426636,5.97e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250807131556_f6a,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,D,18,A,2521,172,357,13:16:15,2025-08-07,Manual gsw+F,LI-COR Default,NA,357,NA,NA,0.005057,2.922682,0.005048,0.312954,0.730153,0.723119,5.527677,4.797523,8.981112,9.068475,68.653572,0.441786,7.5,PSF-00232_20250807131615_a42,0,0,0,68.856598,88.261986,0.219861,0.5,0.8,167.073624,1,13.35,13.22,34.42,34.61,34.61,80.52,156.8,140.3,10.5,1900,3.815,13:14:42,2025-08-07,0.33,1,0,0.001,0.007,-0.139,-0.327,4.312,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,85.184097,25,-2.093975,85.306046,85.261513,0.044533,2.424669,2.432555,1.644344,0.889455,0.188098,0.001918,0.543447,1.690846,68.856598,5.98e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250807131615_a42,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,D,18,B,2610,173,NA,NA,2025-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,D,20,A,2532,175,358,13:16:42,2025-08-07,Manual gsw+F,LI-COR Default,NA,358,NA,NA,0.096216,2.908345,0.093135,5.246155,0.921496,0.802539,5.281858,4.360362,9.968032,11.445558,65.603981,0.441786,7.5,PSF-00232_20250807131642_798,0,0,0,60.844658,101.519875,0.400663,0.5,0.8,320.87323,1,16.83,14.66,34.44,33.79,33.79,80.51,155.1,152.9,1.4,2002,3.814,13:14:42,2025-08-07,0.33,1,0.003,0.005,0.01,0.728,-2.161,-3.874,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,99.184158,25,-3.185853,97.658516,96.954834,0.703682,2.427138,2.438531,1.629497,0.920185,0.187925,-0.008708,0.544008,1.776197,60.844658,6.1e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250807131642_798,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,D,21,B,2609,176,NA,NA,2025-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,D,22,A,2206,177,359,13:17:22,2025-08-07,Manual gsw+F,LI-COR Default,NA,359,NA,NA,0.017264,2.925464,0.017162,1.199461,0.806925,0.780052,6.189221,5.382297,9.688887,10.022661,76.875191,0.441786,7.5,PSF-00232_20250807131722_44a,0,0,0,73.143478,89.754684,0.185073,0.5,0.8,153.194199,1,14.71,14.22,34.48,36.66,36.66,80.51,157.2,151.2,3.8,2069,3.813,13:14:42,2025-08-07,0.33,1,0.001,0.001,0.001,-0.473,-1.137,-2.386,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,87.13353,25,-1.8269,87.093117,87.136902,-0.043785,2.426382,2.434908,1.647283,0.916053,0.18766,0.027497,0.544934,1.832244,73.143478,6.04e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250807131722_44a,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,D,22,B,2593,178,360,13:17:37,2025-08-07,Manual gsw+F,LI-COR Default,NA,360,NA,NA,0.037699,2.913549,0.037217,2.240011,0.904213,0.853613,5.555799,4.651586,10.601885,11.230338,69.003059,0.441786,7.5,PSF-00232_20250807131737_d0c,0,0,0,122.804764,214.28096,0.426898,0.5,0.8,300.381927,1,16.46,15.54,34.5,34.7,34.7,80.52,155.7,155.1,0.4,1759,3.81,13:14:42,2025-08-07,0.33,1,0,0.003,0.004,-12.722,-13.315,-4.347,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,214.28096,25,44.217422,236.234314,277.640503,-41.406189,2.428639,2.437907,1.634828,0.92561,0.187522,0.00208,0.545477,1.573576,122.804764,6.06e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250807131737_d0c,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,D,23,A,1894,179,361,13:17:59,2025-08-07,Manual gsw+F,LI-COR Default,NA,361,NA,NA,0.013378,2.924292,0.013317,0.876508,0.868468,0.84883,5.942869,5.074401,10.544206,10.788151,73.822632,0.441786,7.5,PSF-00232_20250807131759_a4d,0,0,0,152.597672,259.753479,0.412529,0.5,0.8,132.93718,1,15.76,15.4,34.56,35.92,35.92,80.5,157,95,39.5,806,3.812,13:14:42,2025-08-07,0.33,1,-0.001,0.001,0.009,-7.657,-12.742,66.323,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,240.333435,25,-14.038429,234.704376,239.637695,-4.933319,2.428399,2.436707,1.646042,0.78616,0.187088,0.01692,0.546575,0.778695,152.597672,6.1e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250807131759_a4d,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,D,23,B,2413,180,362,13:18:29,2025-08-07,Manual gsw+F,LI-COR Default,NA,362,NA,NA,0.008963,2.923517,0.008936,0.616833,0.807287,0.793444,6.126513,5.319225,9.853324,10.025236,76.08165,0.441786,7.5,PSF-00232_20250807131829_ad8,0,0,0,104.816437,137.007401,0.234958,0.5,0.8,188.858109,1,14.59,14.34,34.63,36.48,36.48,80.53,156.9,156.3,0.4,2009,3.81,13:14:42,2025-08-07,0.33,1,-0.002,-0.002,0.004,-5.372,-5.983,-7.542,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,126.543762,25,-7.181545,126.971123,126.716904,0.254219,2.426586,2.4347,1.645224,0.928527,0.186589,0.023211,0.547468,1.782323,104.816437,6.1e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250807131829_ad8,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,D,24,A,2597,181,363,13:18:43,2025-08-07,Manual gsw+F,LI-COR Default,NA,363,NA,NA,0.020356,2.925291,0.020215,1.243565,0.883587,0.855746,5.636471,4.752884,10.62761,10.973373,70.000008,0.441786,7.5,PSF-00232_20250807131843_9a2,0,0,0,70.817474,198.903717,0.643961,0.5,0.8,477.447998,1,15.95,15.45,34.65,34.96,34.96,80.52,157.1,127.5,18.9,1854,3.812,13:14:42,2025-08-07,0.33,1,0.002,0.003,0.005,0.491,1.385,0.856,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,174.421906,25,-19.439777,166.711807,171.048279,-4.336472,2.428467,2.437024,1.6471,0.85895,0.186409,0.003445,0.548016,1.652328,70.817474,6.19e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250807131843_9a2,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,D,24,B,2440,182,364,13:19:07,2025-08-07,Manual gsw+F,LI-COR Default,NA,364,NA,NA,0.02987,2.924204,0.029568,1.790689,0.865703,0.825584,5.546321,4.680618,10.256622,10.755048,68.90461,0.441786,7.5,PSF-00232_20250807131907_25c,0,0,0,285.231476,375.792175,0.240986,0.5,0.8,119.842606,1,15.57,14.85,34.72,34.67,34.67,80.49,157,155.3,1.1,1243,3.811,13:14:42,2025-08-07,0.33,1,-0.001,-0.003,0.003,-2.486,-5.309,3.532,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,358.539459,25,-12.362523,354.082001,358.07782,-3.995819,2.42744,2.436368,1.64595,0.926156,0.185917,-0.001118,0.548567,1.143533,285.231476,5.95e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250807131907_25c,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,D,25,B,2222,183,365,13:19:33,2025-08-07,Manual gsw+F,LI-COR Default,NA,365,NA,NA,0.026603,2.923124,0.026363,1.854776,0.898543,0.856951,6.310371,5.411828,10.641821,11.158318,78.363663,0.441786,7.5,PSF-00232_20250807131933_81f,0,0,0,60.764908,93.017578,0.346737,0.5,0.8,230.358978,1,16.1,15.36,34.78,37.02,37.02,80.53,156.9,150.9,3.8,1661,3.81,13:14:42,2025-08-07,0.33,1,0,0.001,0.002,-2.256,-3.175,-1.071,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,85.868599,25,-5.785411,83.147408,84.727608,-1.5802,2.428304,2.437274,1.644809,0.915187,0.185474,0.028275,0.549315,1.491717,60.764908,6.06e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250807131933_81f,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,D,26,A,2577,185,366,13:19:56,2025-08-07,Manual gsw+F,LI-COR Default,NA,366,NA,NA,0.017889,2.924349,0.017781,1.301953,0.869604,0.840429,6.496012,5.626408,10.437254,10.799586,80.673744,0.441786,7.5,PSF-00232_20250807131956_578,0,0,0,117.004753,170.499954,0.313755,0.5,0.8,215.04187,1,15.54,15.01,34.84,37.55,37.55,80.52,157,9.2,94.2,1713,3.811,13:14:42,2025-08-07,0.33,1,0.002,0.002,0.005,-1.466,-3.893,-10.555,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,163.543228,25,-4.692173,163.26535,163.776505,-0.511154,2.427714,2.436301,1.646103,0.617864,0.185058,0.034499,0.549971,1.535527,117.004753,5.95e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250807131956_578,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,D,26,B,1803,186,NA,NA,2025-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,D,28,A,1864,188,367,13:20:32,2025-08-07,Manual gsw+F,LI-COR Default,NA,367,NA,NA,0.008132,2.92421,0.008109,0.598378,0.92592,0.912519,6.59039,5.66447,11.332575,11.499003,81.846077,0.441786,7.5,PSF-00232_20250807132032_ca9,0,0,0,71.171165,92.32048,0.229086,0.5,0.8,161.36615,1,16.43,16.19,34.96,37.81,37.81,80.52,157,17.9,88.6,1761,3.81,13:14:42,2025-08-07,0.33,1,-0,0.001,0.001,-0.691,-1.358,-3.465,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,88.039757,25,-3.093351,86.954712,87.887993,-0.933281,2.42969,2.437806,1.645957,0.633474,0.184168,0.0364,0.551293,1.575147,71.171165,6.02e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250807132032_ca9,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,D,28,B,2403,190,368,13:21:06,2025-08-07,Manual gsw+F,LI-COR Default,NA,368,NA,NA,0.011102,2.923713,0.01106,0.853305,0.878404,0.859275,6.795093,5.916689,10.671274,10.908841,84.387772,0.441786,7.5,PSF-00232_20250807132106_c3e,0,0,0,76.579216,90.070137,0.149782,0.5,0.8,116.773239,1,15.48,15.14,35.08,38.38,38.38,80.52,157,48.3,69.2,1949,3.809,13:14:42,2025-08-07,0.33,1,-0,-0,-0.002,-0.384,-0.881,-2.56,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,87.995056,25,-1.40611,88.132027,88.055313,0.076714,2.427911,2.436184,1.645431,0.690494,0.183298,0.04229,0.552505,1.731935,76.579216,5.99e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250807132106_c3e,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,D,29,A,2312,192,NA,NA,2025-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,D,29,B,1942,193,NA,NA,2025-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,D,30,B,1760,194,369,13:21:48,2025-08-07,Manual gsw+F,LI-COR Default,NA,369,NA,NA,0.063073,2.926135,0.061742,3.890054,0.988541,0.901613,5.847017,4.858477,11.19599,12.275437,72.606697,0.441786,7.5,PSF-00232_20250807132148_63d,0,0,0,73.2286,112.206276,0.347375,0.5,0.8,245.611816,1,17.25,15.73,35.26,35.63,35.63,80.53,157.3,154.4,1.8,1768,3.807,13:14:42,2025-08-07,0.33,1,0.001,-0,0.008,-0.477,-1.217,-4.101,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,102.781532,25,-6.875021,100.563522,102.354996,-1.791473,2.428888,2.439156,1.647995,0.923852,0.182015,0.004108,0.553762,1.580689,73.2286,5.85e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250807132148_63d,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
